Committee	Output	Tags1	Tags2	Tags3	Tags4	Tags5	Tags6	Tags7	Tags8	Tags9	Tags10	Tags11	Tags12	Tags13	Tags14	Tags15	Tags16	Tags17	Tags18	Tags19	Tags20	Tags21	Tags22	Tags23	Tags24	Tags25	Tags26	Tags27	Tags28	Tags29	Tags30	Tags31	Tags32	Tags33	Tags34	Tags35	Tags36	Tags37	Tags38	Tags39	Tags40	Tags41	Tags42	GDFramework	OutputNumber
PGC	Open Government Data	Digital government	Data																																									Innovation	117
PGC	Open Government Data	Digital government	Data																																									Use	117
PGC	Open Government Data	Digital government	Data																																									Society	117
PGC	Digital Government Review: Argentina	Digital government	Innovation	Regional development																																								Innovation	118
PGC	Digital Government Review: Argentina	Digital government	Innovation	Regional development																																								Use	118
PGC	Digital Government Review: Argentina	Digital government	Innovation	Regional development																																								Society	118
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work		Market openness	119
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work			119
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work		Innovation	119
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work		Trust	119
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work		Use	119
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work		Access	119
Other bodies	Going Digital Scenarios	Agriculture	Artificial intelligence	Automation	Blockchain	Business models	Cloud	Communication infrastructures and services	Competition	Consumer protection	Data	Development	Digital government	Digital security	Education	Energy	Entrepreneurship	Environment	Financial markets	Gender	Health	Innovation	Insurance	Intangibles	Internet of Things	Investment	Labour markets	Measurement	Pensions	Platforms	Privacy	Productivity		Regional development	Science & technology	Skills	SMEs	Taxation	Trade	Transportation	Well-being	Work		Society	119
TC	Digital trade and market openess	Trade																																										Market openness	120
TC	Digital trade: Developing a Framework for Analysis	Trade																																										Market openness	121
TC	Using the STRI to map restrictiveness in digital trade: Scoping Paper	Trade																																										Market openness	122
TC	Trade in Parcels	Trade																																										Market openness	123
TC	Series of policy briefs that focus on various dimensions of the work undertaken in the module	Productivity	Competition	Trade	Taxation	Innovation	Entrepreneurship																																					Market openness	124
CIIE	Series of policy briefs that focus on various dimensions of the work undertaken in the module	Productivity	Competition	Trade	Taxation	Innovation	Entrepreneurship																																					Market openness	124
CC	Series of policy briefs that focus on various dimensions of the work undertaken in the module	Productivity	Competition	Trade	Taxation	Innovation	Entrepreneurship																																					Market openness	124
CFA	Series of policy briefs that focus on various dimensions of the work undertaken in the module	Productivity	Competition	Trade	Taxation	Innovation	Entrepreneurship																																					Market openness	124
EPC	Series of policy briefs that focus on various dimensions of the work undertaken in the module	Productivity	Competition	Trade	Taxation	Innovation	Entrepreneurship																																					Market openness	124
TC	Data taxonomy and measurement recommendations for data flows	Data	Intangibles	Measurement	Trade																																								125
CSSP	Data taxonomy and measurement recommendations for data flows	Data	Intangibles	Measurement	Trade																																								125
CDEP	Data taxonomy and measurement recommendations for data flows	Data	Intangibles	Measurement	Trade																																								125
CSSP	Measuring Individual’s Trust in the Digital Age	Data	Privacy	Digital security	Measurement																																							Trust	126
